id,khasi,english,part_of_speech,notes,page
7010,Shabar,outside; externally,Adverb,,
7011,Shabi,key,Noun,,
7013,Shakhait,to handle or deal severely; to gnaw,Verb,,
7014,Shakhat,a small bird,Noun,,
7015,Shakiar,side of a house; eaves,Noun,,
7016,Shakri,servant,Noun,,
7017,Shaku,knife,Noun,,
7018,Shakuriaw,jingling small bell; tinkling cymbal,Noun,,
7019,Shakyntir,small bird of mottled colour,Noun,,
7020,Shad,to dance,Verb,,
7021,Shad-khalek,to dance round a group of girls (performed by men only),Verb,,
7022,Shadem,chest; breast,Noun,,
7023,Shadien,behind,Adverb,,
7024,Shad-mastieh,sword-dance,Noun,,
7025,Shad-nolikjat,dance performed by members of the organising family before the general dance,Noun,,
7026,Shado,old persons,Noun,,
7027,Shador,chadar; thin white cotton cloth,Noun,,
7028,Shado-ki-shadia,old persons,Noun,,
7029,Shad-sawangki,to dance like nautch girls,Verb,,
7030,Shad-sohtyngker,to dance round and round by joining hands together,Verb,,
7031,Shaduh,up to; as far as,Adverb,,
7033,Shah,to suffer; endure; permit; side with; be due from,Verb,,
7034,Sh'ah,cactus,Noun,,
7035,Shahksew,sill,Noun,,
7036,Shahaw,having defective teeth,Adverb,,
7037,Shah-jing-it,to fast,Verb,,
7038,Shahshkor,to listen; be attentive,Verb,,
7039,Shai,to become clear; become light,Verb,,
7040,Shaia,late at night,Adverb,,
7041,Shai-byrngut,to become twilight,Verb,,
7042,Shain,to chop,Verb,,
7043,Shaiong,to become dizzy; to be puzzled; to be dazed,Verb,,
7045,Shaitmet,to become healthy or strong,Verb,,
7047,Shalak,clever; active; tactful,Adjective,,
7048,Shalai,to manage,Verb,,
7049,Shalami,inclined; sloping,Adjective,,
7050,Shalan,to export; to send up,Verb,,
7051,Shalani,small round winnowing basket; sieve,Noun,,
7052,Shalap,chip; small piece of wood split from a bigger one,Noun,,
7053,Shalor,upwards,Adverb,,
7054,Shaltai,egg-shaped; oviform,Adjective,,
7055,Shalyngka,lever; jumper,Noun,,
7056,Shalyng-or,spinning top,Noun,,
7057,Shalyng-ur,a kind of wasp,Noun,,
7058,Shalymmen,small chirping insect; cymbal,Noun,,
7059,Shalynnai,small fish common in hill streams,Noun,,
7060,Shalyntem,wheel,Noun,,
7061,Sham-sham,very precipitous,Adjective,,
7062,Shamok,to produce fire from a flint; strike fire,Verb,,
7063,Shamoit,small spoon,Noun,,
7064,Shan,to support; to prop; to hold on,Verb,,
7065,Shana,gram,Noun,,
7066,Shanam,small metal lime-case,Noun,,
7067,Shan-khung,rafter,Noun,,
7068,Shan-dang,gold or silver necklace,Noun,,
7069,Shanduh,to take or use a walking-stick,Verb,,
7070,Shanduwa,high canopy of cloth placed above a funeral pyre (shamianah),Noun,,
7071,Shane,hither; this side,Adverb,,
7073,Shaniah,to trust; lean on; confide in,Verb,,
7074,Shdn-mohor,obsolete silver coin of the Jaintia Rajas,Noun,,
7075,Shano,where?,Adverb,,
7076,Shano-shano,anywhere; wherever,Adverb,,
7077,Shano-re-shano,somewhere,Adverb,,
7078,Shanti,to support or rest on the hand,Verb,,
7080,Shaphang,towards; in the direction of; with reference to,Preposition,,
7081,Shaphrang,forward; to the front,Adverb,,
7082,Shaphrat,iron/copper badge worn by servants (chaprass),Noun,,
7083,Shapia,to press; squeeze,Verb,,
7084,Shapoh,inside; inwardly; internally,Adverb,,
7085,Shapyn,to cause; make; put into a state,Verb,,
7086,Sharak,to arrange; put in order,Verb,,
7087,Sharaw,to throw; fling,Verb,,
7088,Shari,ladder; steps,Noun,,
7089,Shapher,to separate; divide,Verb,,
7090,Shaphiang,to turn aside; divert,Verb,,
7091,Shapher-shapher,separately; apart,Adverb,,
7092,Shat,a hundred,Numeral,,
7093,Shat bynta,hundred parts; percentage,Noun,,
7094,Shathap,to seal tightly; close firmly,Verb,,
7095,Shathang,side; direction,Noun,,
7096,Shatphang,sideways; towards the side,Adverb,,
7097,Shat bynta,share; portion,Noun,,
7098,Shawi,to move away; go aside,Verb,,
7099,Shawei,to another place; elsewhere,Adverb,,
7100,Shawei-shawei,somewhere else; different places,Adverb,,
7101,Shem,to find; meet,Verb,,
7102,Shem bynta,to receive a share,Verb,,
7103,Shem jingïakynduh,to encounter; meet with,Verb,,
7104,Shiah,to rain,Verb,,
7105,Shiah slap,heavy rain,Noun,,
7106,Shiah sngi,sunshine after rain,Noun,,
7107,Shiah um,rainfall; rain water,Noun,,
7108,Shikha,one kind; one sort,Noun,,
7109,Shikynmaw,remembrance; memory,Noun,,
7111,Shikhmat,lifetime,Noun,,
7112,Shikhrum-ka-bneng,the whole world; the whole lot,Phrase,,
7113,Shikhub,measurement equal to the breadth of four fingers,Noun,,
7114,Shikia,circular frame of cane or bamboo-tie suspended for putting in or carrying things,Noun,,
7115,Shiklah,an arm’s length,Noun,,
7116,Shiktien,a mouthful,Noun,,
7117,Shi-kur,one clan,Noun,,
7118,Shi-kuri,a number containing 20; a score,Numeral,,
7119,Shi-kuro,a faction,Noun,,
7120,Shikyntien,a morsel; a single word,Noun,,
7121,Shida,innocent; simple; unsophisticated,Adjective,,
7122,Shi-dana,a bit; a little quantity,Noun,,
7123,Shi-dur,of the same form or shape; peculiar,Adjective,,
7124,Shi-rukom,peculiar,Adjective,,
7125,Sh’ing,bone; cowrie/pice after cardinal numbers; seed,Noun,,
7126,Sh’ing-budlum,spine,Noun,,
7127,Shi-hali,a number containing four,Numeral,,
7128,Shi-hara,a set; a group of the same kind of things,Noun,,
7130,Shi-iing-shisem,one family; one house,Noun,,
7132,Shiliang,half; opposite; one side,Noun,,
7133,Shiliang-khmat,partially; dishonestly,Adverb,,
7134,Shiliang-shiliang,each side; each party,Noun,,
7137,Shi-lymbher,one large heap,Noun,,
7138,Shi-lynter,the whole length; one piece cut off from a whole length,Noun,,
7139,Shim,to take; to receive,Verb,,
7140,Shim-bteng,to take the place of; continue; succeed to,Verb,,
7141,Shimi,a chemise,Noun,,
7142,Shim-shah,to buy a thing on credit,Verb,,
7143,Shim-siew,to take a thing by paying its cost price,Verb,,
7144,Shi-mynsiem,dearly; intimately,Adverb,,
7145,Shin (peit-),scrutinously; searchingly,Adverb,,
7146,Shini,sugar,Noun,,
7147,Shipa,need; want; trouble,Noun,,
7148,Shipaid,a length as much as can be clasped with both outstretched arms,Noun,,
7149,Shipki,sepoy; soldier,Noun,,
7150,Shiphang,for a short time; for the time being,Adverb,,
7151,Shiphah,a measure equal to one spoonful of iron ore,Noun,,
7152,Shi-piam,a length as much as can be passed round with both arms; a clasp,Noun,,
7153,Shi-piam-star,a length measured with a head-strap (“star”),Noun,,
7154,Shipung,a length from one joint to another,Noun,,
7155,Shir,an open handful of things; as much as fills the hollow of a hand,Noun,,
7156,Shira,parched rice,Noun,,
7157,Shi-ryn-ieng,from head to foot,Adverb,,
7158,Shisien,once; at one time,Adverb,,
7159,Shish,fie!,Interjection,,
7161,Shisyndon,at once,Adverb,,
7162,Shit,hot; warm; close,Adjective,,
7163,Sh'it,to pinch; to nip,Verb,,
7164,Shi-tda,length measured from tip of thumb to middle finger when stretched,Noun,,
7165,Shit-dang,to feel very hot (of persons only),Verb,,
7167,Shiteng-ar-teng,more than one occasion; often,Adverb,,
7168,Shiteng-synnia,midnight,Noun,,
7169,Shithi,letter; epistle,Noun,,
7170,Shithoh,a very small quantity,Noun,,
7171,Shidr,devotedly; much (given to),Adverb,,
7172,Shit-lhep / Shit-lhop,to be close (atmosphere); oppressively hot,Verb,,
7173,Shitom,trouble; pain; difficulty,Noun,,
7174,Shitor,a large flat fish,Noun,,
7175,Shit-rhem,to become glowingly hot; become zealous/enthusiastic,Verb,,
7176,Shi-tyllup,all over; throughout,Adverb,,
7177,Shiwait,one sweep of the sword; one throw in dice gambling,Noun,,
7179,Shla,to be angry; indignant,Verb,,
7180,Shlak,to dare; to venture,Verb,,
7181,Shlan,a plant whose leaves resemble a pineapple plant (Pandanus),Noun,,
7182,Shlei,to overflow,Verb,,
7184,Shlem,smelting-house; iron workshop,Noun,,
7185,Shler,very long and pointed,Adjective,,
7186,Shlim,small earthen cup fitted to a hookah for smoking,Noun,,
7187,Shlir,very pointed; tapering,Adjective,,
7189,Shna,to make; build; create,Verb,,
7190,Shniah,to trust; have confidence in,Verb,,
7191,Shngain,safe; secure; comfortable,Adjective,,
7192,Shngap,quiet; silent,Adjective,,
7193,Shnong,village; place of residence,Noun,,
7194,Shnongbah,town; capital; large settlement,Noun,,
7195,Shnongrim,foundation; basis,Noun,,
7196,Shoh,to beat; strike,Verb,,
7197,Shohbieit,to beat unfairly; ill-treat,Verb,,
7198,Shoh-doh,to kill an animal for food,Verb,,
7199,Shoh-noh,to commit murder for propitiation of “u Thlen”,Verb,,
7200,Shoh-tyndep,to confound; mislead; bewitch,Verb,,
7201,Shohshkor,earring,Noun,,
7202,Shoi,to the brim; full,Adverb,,
7203,Shoi,a very small bird,Noun,,
7204,Shon,to press; impress; print,Verb,,
7205,Shop,to thrust out; oust; thresh rice/millet; husk a second time,Verb,,
7206,Shrak,in order; in a row,Adverb,,
7207,Shi-iak,in order; in a row,Adverb,,
7208,Shrang,dry; parched (earth or weather),Adjective,,
7209,Shrah,arable land; fallow land,Noun,,
7210,Shrat,to clear off the scales of a fish with a sharp instrument,Verb,,
7211,Shreng,fin on the back of a fish; rind of jackfruit; spine; prickle,Noun,,
7212,Shrei,appearing in great numbers; abundantly,Adverb,,
7213,Shrem,many (standing prominently),Adverb,,
7214,Shri,to show the teeth; to grin,Verb,,
7215,Shriak,well arranged; in order,Adverb,,
7216,Shrieh,monkey; ape,Noun,,
7217,Shiiew,arum-root,Noun,,
7218,Shrip,basket placed in a stream for catching fish,Noun,,
7219,Shrong,carved margin; ornamental work,Noun,,
7220,Shroin,brittle,Adjective,,
7221,Shrop,all at once (especially of money),Adverb,,
7222,Shrut,to seize with the teeth; gnaw,Verb,,
7223,Shtah,to dress a stone with a mason's chisel or wood with an adze,Verb,,
7225,Shuki,chair,Noun,,
7226,Shukor,to deceive; to cheat,Verb,,
7227,Shukor,treacherous,Adjective,,
7228,Shuh,again; furthermore,Adverb,,
7230,Shubshuwa,wait for the present,Phrase,,
7231,Shuin,to touch; to come in contact with; to press upon,Verb,,
7232,Shum,there you are!,Interjection,,
7233,Shun,to hate; to be inimical with,Verb,,
7234,Shun,lime,Noun,,
7235,Shun-kot,catechu,Noun,,
7236,Shun-kpu,slaked lime,Noun,,
7237,Shun-dewiong,lime burnt with coal,Noun,,
7238,Shun-dieng,lime burnt with wood,Noun,,
7239,Shun-maw,unslaked lime; quick lime,Noun,,
7240,Shun-thlongmluh-thlongsying,to cherish a bitter inimical spirit; to be at daggers drawn,Phrase,,
7241,Shur,to press forward,Verb,,
7242,Shuri,long knife; dagger,Noun,,
7243,Shut,to sharpen; whet; hotly discuss,Verb,,
7244,Shutak,chatak (weight measure),Noun,,
7245,Shuti,dirty/base thing; holiday; underhand work,Noun,,
7246,Shuwa,first; before; previously; beforehand,Adverb,,
7247,Shwar,an evil spirit believed to possess certain clans in the Khasi Hills; attacks people by convulsive fits,Noun,,
7248,Shyngkhan / Shyngkhen,to be in a fix or dilemma; between Scylla and Charybdis,Verb,,
7249,Shyngkup,first room of a Khasi house; enclosed porch,Noun,,
7250,Shyng-iar,jet of water; stream of water; fountain,Noun,,
7251,Shyng-oid,manger,Noun,,
7252,Shyllangmat,brow,Noun,,
7253,Shylliah,mat,Noun,,
7254,Shyllip-nud,pit of the stomach,Noun,,
7255,Shylluit,to bloom,Verb,,
7256,Shym,particle used with negative verbs in the past tense,Particle,,
7257,Shympet,carbuncle,Noun,,
7258,Shympriah'ti,finger,Noun,,
7259,Shympriah'jat,toe,Noun,,
7260,Shymprong,prawn; shrimp,Noun,,
7261,Shyndiid,poutingly; sulkily,Adverb,,
7262,Shynna,conspicuously; clearly,Adverb,,
7263,Shynnai,afterbirth; placenta,Noun,,
7264,Shynrang,male; pipe,Noun,,
7265,Shynrang-kjat,shins,Noun,,
7266,Shynrdi,turmeric,Noun,,
7267,Shynraifi,noble; grand; dignified,Adjective,,
7268,Shynrain,dried small twig,Noun,,
7269,Shynrain,to cut jokes; to flirt,Verb,,
7270,Shynreh,buffalo,Noun,,
7271,Shynriah'ti,finger,Noun,,
7272,Shynrong,skull; egg-shell; timber frame of a roof,Noun,,
7273,Shynroin,beautifully set (teeth),Adjective,,
7274,Shynroin-riap,possessing winning manners; sociable,Adjective,,
7275,Shyntur,mouth; word,Noun,,
7276,Shyrkait,groin,Noun,,
7277,Shyrkhei,to set the teeth on edge; to be dreadful,Verb,,
7278,Shyrpet,fat oily part of a fish,Noun,,
7279,Shyrti,to clear the jungle for cultivation; to jhum,Verb,,
7280,Shyrtong,crest of a fowl or bird,Noun,,
7281,Shyrwat,see Shirwat,Noun,,
7282,Si,abbreviation of masi (cow/bull); abbreviation of ksi (head vermin),Noun,,
7284,Siak,straight on,Adverb,,
7286,S'iang,high (pitch),Adjective,,
7287,Siang-tyrpeng,shoulder-blade,Noun,,
7288,Siah,to pare; to cut,Verb,,
7289,Sian,clever; intelligent,Adjective,,
7290,Sianti,cunning; precocious; clever,Adjective,,
7291,S'ian,full,Adjective,,
7292,Siap,to insert,Verb,,
7294,Siar,gold (abbreviation of ksi-ar),Noun,,
7295,S'iar,cock; hen; fowl,Noun,,
7296,Siarkait,plantain-flower; a work like a plantain-flower,Noun,,
7297,Siarkha,wristlet (ornamental and hollow ones),Noun,,
7298,Siarkhang,earring resembling the shape of a fan,Noun,,
7299,Siar-long-kha,any treacherous act affecting the father or his relatives,Noun,,
7300,Siar-shrong,a kind of earring worn by males,Noun,,
7301,Siar-sla,gold leaf,Noun,,
7302,Siar-tylli,solid gold; a solid gold earring,Noun,,
7303,Sia-sia,in anger and in a threatening attitude,Adverb,,
7304,Sia-shi-sia,unceasingly; constantly,Adverb,,
7305,Siat,to shoot; to infect,Verb,,
7306,Siat-jingmut,to strike one's mind,Verb,,
7307,Siat-shon-shiw,to tread on the corns of another,Verb,,
7308,Siat-thong,to have a shooting match,Verb,,
7309,Siaw,to whistle,Verb,,
7310,Siaw-maw-iang,to teach one a hard lesson,Verb,,
7311,Siaw-siaw,in a whisper,Adverb,,
7312,Si-khar,a small cow imported from the plains and considered inferior,Noun,,
7313,Si-khynna,"a hill cow, considered superior to plains cattle",Noun,,
7314,Sied,to pounce upon; spring upon,Verb,,
7315,Sieng,smelling like snuff or chillies,Adjective,,
7317,Siej,bamboo,Noun,,
7318,S'iem,a king; chief; member of a Siem family,Noun,,
7319,S'iem-iong,a term applied to the Siem of Nongspung,Noun,,
7321,Sieng,smelling like snuff or chillies,Adjective,,
7323,Siej,bamboo,Noun,,
7324,S'iem,a king; chief; member of a Siem family,Noun,,
7325,S'iem-iong,a term applied to the Siem of Nongspung,Noun,,
7327,Siep,to be hidden; concealed,Verb,,
7330,Siewri,cheap; low-priced,Adjective,,
7331,Siewspah,to bargain; haggle over price,Verb,,
7332,Siew-synrang,bride price; marriage payment,Noun,,
7334,Sih-ling,six annas,Noun,,
7335,Sihphew,sixty,Numeral,,
7336,Sihphew-saw,sixty-four,Numeral,,
7337,Sihphew-ar-phew,seventy,Numeral,,
7338,Sih-rynai,six months,Noun,,
7339,Sih-tylli,six pieces,Numeral,,
7340,Sihun,a small measure,Noun,,
7341,Sik,to suck; sip,Verb,,
7342,Sik-khaw,to suck sugarcane,Verb,,
7343,Siki,a small coin; quarter anna,Noun,,
7344,Sil,thread; fibre,Noun,,
7345,Silang,to spread; extend,Verb,,
7346,Silang-khmat,in front; before,Adverb,,
7347,Silang-dien,behind; afterwards,Adverb,,
7348,Silat,smooth; polished,Adjective,,
7349,Sim,to fold; bend,Verb,,
7350,Sim bynta,part; portion,Noun,,
7351,Sim,bird,Noun,,
7352,Si-met,insect-mite; vermin which infests fowls,Noun,,
7353,Sim-krai,small bird resembling a lark,Noun,,
7354,Sim-kyllai-dohdit,wagtail,Noun,,
7355,Sim-khi-dieng,meddlesome and talkative fellow,Noun,,
7356,Sim-puhdieng,a creeper bird,Noun,,
7357,Sim-puhwieh,woodcock,Noun,,
7358,Sim-pyllieng,rainbow,Noun,,
7359,Sim-sohphoh,hoopoe; fop,Noun,,
7360,Sim-tung,blackbird,Noun,,
7361,Sim-tyngwieng,water-ouzel; a man who makes much show of his turban; fop,Noun,,
7362,Sin,to nickname,Verb,,
7363,Sip,to break a thing between the front teeth (as an acorn),Verb,,
7364,Sip-sip-sap-sap,in an underhand way; not openly,Adverb,,
7365,S’ir,to feel giddy; to be afraid of,Verb,,
7366,Sisa,lead,Noun,,
7367,Sisia,wild cinnamon; cassia,Noun,,
7368,S’it,evening; night-time,Noun,,
7369,Siw-siw,very cold,Adverb,,
7370,Siw-siw-siaw-siaw,whisperingly,Adverb,,
7371,Sid,leaf; surface; page,Noun,,
7372,Slak,firmly,Adverb,,
7373,Slait,tightly; well fitted,Adverb,,
7374,Sla’jat,sole of foot,Noun,,
7375,Slap,rain,Noun,,
7376,Sla’ti,palm of hand,Noun,,
7377,Sleh,to anoint; wash the head,Verb,,
7378,Sleit,slate,Noun,,
7379,Slem,long; late,Adjective,,
7380,Slew,kind of palm tree used for making leaf umbrellas,Noun,,
7381,Sliang,to thirst,Verb,,
7382,Sliah,to detach; take off (as a spear head from its handle); to denude,Verb,,
7383,Slieng,to put on the loin cloth,Verb,,
7384,Bliew,to blow wind into; to kindle a fire,Verb,,
7385,Sloit,to detach off; come off (as a knife from its handle),Verb,,
7386,Slor,to come off (as hair),Verb,,
7387,Slung,lock-up in which lunatics are confined in the Khasi Hills,Noun,,
7388,Sma,to have a bad smell; to smell,Verb,,
7389,Smak,smartly; strongly (as beating),Adverb,,
7390,Smai,to swear; to take an oath,Verb,,
7391,Smaintien,to wash the lips,Verb,,
7392,Smat,active; smart,Adjective,,
7393,Smep,in a large bundle (as herbs),Adverb,,
7394,Smiar,to the brim,Adverb,,
7395,Smiej,to feel ticklish; to feel dreadful,Verb,,
7396,Smoin,to the brim,Adverb,,
7397,Smom-smom,very soft (as wool),Adjective,,
7398,Smop-smop,very soft; tender,Adjective,,
7399,Sbur,rich; fertile (soil); generous,Adjective,,
7400,Snad,comb,Noun,,
7401,Snah,"expert in climbing up or sitting on a tree, rock, horse, etc.",Adjective,,
7402,Sndi,tired; irksome,Adjective,,
7403,Snaiap,spirit; ghost; wraith; incubus,Noun,,
7404,Snait,strainer,Noun,,
7405,Snam,blood,Noun,,
7406,Snap,relic; remaining articles,Noun,,
7407,Snar,wedge; hard and seasoned wood; heart of a tree,Noun,,
7408,Sneng,to reprove; correct; advise,Verb,,
7409,Snem,year; evil spirit causing headache/diseases; cholera,Noun,,
7410,Snep,bark; rind; cover,Noun,,
7411,Snep-kor,coconut,Noun,,
7412,Sn’er,feather,Noun,,
7414,Suing,tree of the oak family,Noun,,
7415,Sniang,pig,Noun,,
7416,Snieh,skin; hide; leather,Noun,,
7417,Snieh-doh,complexion; appearance,Noun,,
7418,Snier,entrails; bowels; limit,Noun,,
7419,Sniew,bad; evil; wicked,Adjective,,
7420,Sniew-bok,unlucky,Adjective,,
7421,Sniew-jew,very ugly,Adjective,,
7422,Sni-riang-ksiar,a god of the Synteng people located in a plantain tree or shrub near a dwelling house,Noun,,
7423,Snob,to cling; to adhere; to hang on,Verb,,
7424,Snuid,grove; corrugation,Noun,,
7425,Snur,cleavage; crack; seam,Noun,,
7426,Smir-thapbawa,spider's web,Noun,,
7427,Sok,equal to the occasion; faithful,Adjective,,
7430,Soh-amirphor,fabulous fairy fruit,Noun,,
7431,Soh-baingon,brinjal,Noun,,
7432,Soh-ben,"a very palatable fruit eaten after being cooked, resembling the core of a mango fruit stone",Noun,,
7433,Sohblei,"a sacrificer or puja maker, held sacred for the time being",Noun,,
7434,Soh-brdi,a small sour fruit with a hard seed,Noun,,
7435,Soh-buh,a fruit resembling a small orange,Noun,,
7436,Soh-byrthuh,a fruit resembling a lemon,Noun,,
7437,Soh-byrthuh-khlaw,a wild fruit resembling a lemon,Noun,,
7438,Soh-dieng,fruit of a tree; wooden fruit-like object,Noun,,
7439,Soh-dieng-khlaw,wild tree fruit,Noun,,
7440,Soh-doh,fruit; flesh/meat of fruit,Noun,,
7441,Soh-doh-bla,the edible flesh of a fruit,Noun,,
7442,Soh-jam,fruit of the rose-apple tree,Noun,,
7443,Soh-jam-jngam,a kind of wild fruit,Noun,,
7444,Soh-jyrmit,a kind of sour fruit,Noun,,
7445,Soh-khaw,sugarcane,Noun,,
7446,Soh-khlaw,wild fruit,Noun,,
7447,Soh-khlieh,orange,Noun,,
7448,Soh-khyndai,a kind of fruit,Noun,,
7449,Soh-kpait,a kind of fruit,Noun,,
7450,Soh-ksiar,"a fruit eaten by birds; literally ""golden fruit""",Noun,,
7451,Soh-kynbat,medicinal fruit/plant,Noun,,
7452,Soh-lyngdoh,a kind of wild fruit,Noun,,
7453,Soh-mynken,a kind of sour fruit,Noun,,
7454,Soh-mynri,a fruit resembling a plum,Noun,,
7455,Soh-pieh,a kind of wild fruit,Noun,,
7456,Soh-pyrshit,fruit of the prickly pear/cactus,Noun,,
7457,Soh-riew,a kind of fruit,Noun,,
7458,Soh-saw,a red fruit,Noun,,
7459,Soh-siar,a kind of fruit,Noun,,
7460,Soh-synrang,a kind of fruit,Noun,,
7461,Soh-tli,a kind of fruit,Noun,,
7462,Soh-tung,a kind of fruit,Noun,,
7463,Soh-tyrni,a kind of fruit,Noun,,
7464,Soh-um,water fruit; watery fruit,Noun,,
7465,Soh-padoi,to rock; to swing,Verb,,
7466,Soh-pai,fruit resembling a lime but with a sweetish taste,Noun,,
7467,Soh-pailen,water-fungus,Noun,,
7468,Soh-pairah,fruit used for washing clothes,Noun,,
7469,Soh-pdok,small berry; tomato,Noun,,
7470,Soh-pdung,large tubercular root used as a target in archery matches; a butt,Noun,,
7471,Soh-pen,wild earth-nut,Noun,,
7472,Soh-pet,navel; ends of a twisted string,Noun,,
7473,Soh-phan,jack-fruit,Noun,,
7474,Sohphi,sour fruit about the size of a plum with rough outside,Noun,,
7475,Sohphlang,edible root,Noun,,
7476,Sohphoh,wild apple; crab apple,Noun,,
7477,Sohphoh-Nongkhhiw,pear,Noun,,
7478,Soh-pieng,mango,Noun,,
7479,Soh-pong,species of fig,Noun,,
7480,Soh-prew,fruit of a creeper; cultivated variety used as vegetable,Noun,,
7481,Soh-pri-am,guava,Noun,,
7482,Soh-pyrshit,small black fruit used as fish-bait and for making ink,Noun,,
7483,Soh-pyrshong,Assamese kamranga (star fruit),Noun,,
7485,Soh-ramdieng,small fruit (Baccauria sapida; latka),Noun,,
7486,Soh-ryngkham,very small edible fruit of a shrub,Noun,,
7487,Soh-shang,sour red fruit about the size of an apricot,Noun,,
7488,Soh-shanglew,fruit of a shrub resembling an areca nut,Noun,,
7489,Sohshtin,strawberry,Noun,,
7490,Sohshnong,stranger; one who is not a citizen of a state/village,Noun,,
7491,Sohshur,wild pear,Noun,,
7492,Sohs'iem,alien; foreigner,Noun,,
7494,Soh-trun,pineapple,Noun,,
7495,Soh-tyngkoh,to limp,Verb,,
7496,Soh-tyntoi,tamarind,Noun,,
7498,Soin,straight on; without difficulty,Adverb,,
7499,Soit,away,Adverb,,
7500,Soitan,Satan,Noun,,
7502,Sop-bajar,to thatch a house by putting another layer of grass over the old one,Verb,,
7503,Sop-jat,legging,Noun,,
7504,Sop-sarang,to become rusty,Verb,,
7505,Sop-sieh,to repair old thatching by spreading grass where necessary,Verb,,
7506,Sopti,coat,Noun,,
7511,Sorkar,Government,Noun,,
7512,Sorki,mortar,Noun,,
7513,Sordar,sirdar; village headman,Noun,,
7514,S'or,to crack,Verb,,
7517,Stieh,shield,Noun,,
7518,Sting,light; not heavy,Adjective,,
7519,Stir,mud partition in a paddy field separating one bed from another; isle,Noun,,
7520,Stung,sod; turf,Noun,,
7521,Stui,well heaped up,Adverb,,
7523,Suba-ni,fastidiously clean,Adverb,,
7524,Suk,happy; contented,Adjective,,
7525,Suka,four-anna piece; one-fourth of a rupee,Noun,,
7526,Suki,slow; gradual,Adjective,,
7527,Sud,to take off; pull out,Verb,,
7528,Sudu,fool; simpleton,Noun,,
7532,Suh,to sew; to thrust; to suffer from colic/throes; to deal in an underhand way,Verb,,
7533,Suhbudkhia,back-stitching,Noun,,
7534,Suh-buit,to incite; to plot,Verb,,
7535,Suh-khun,to be in labour,Verb,,
7536,Suh-khylliap,hemming,Noun,,
7537,Suh-kyndang,to pass a string/thread/stick through the body of a thing; to string pieces of meat together,Verb,,
7538,Suh-dong,to stretch far inland or into another’s kingdom,Verb,,
7539,Suh-jut,to have false pains,Verb,,
7540,Suh-jyllai,to have intermittent or neuralgic pains,Verb,,
7542,Suh-mar-iap,to make the last effort; hazard oneself,Verb,,
7543,Suh-ot,dysentery,Noun,,
7544,Suh-pynpur,running-stitch,Noun,,
7546,Suh-sieng,very pungent (smell),Adjective,,
7547,Suh-synri,pain caused by contraction of the womb after childbirth,Noun,,
7548,Suh-tak,a long temporary stitch; tack,Noun,,
7549,Suh-thied,to take root,Verb,,
7550,Suh-tok,to throw gently (as in playing with cowries),Verb,,
7551,Suh-tyngka,to bribe,Verb,,
7552,Suid,evil spirit; devil (abbreviation of ksuid),Noun,,
7553,Suid-khai,to care; to take heed,Verb,,
7554,Suid-kynsai,to bewitch; cast an evil spell,Verb,,
7555,Suid-lait,to free from evil influence,Verb,,
7556,Suid-lam,to injure by the influence of an evil spirit,Verb,,
7557,Suid-nongthaw,evil spirit believed to cause disease,Noun,,
7558,Suid-tynrai,ancestral evil spirit,Noun,,
7559,Suih,to peel; strip off; remove,Verb,,
7560,Suih-jain,to strip off clothes,Verb,,
7561,Suih-khniang,to remove husk/outer covering,Verb,,
7562,Suih-kor,to peel the bark of a tree,Verb,,
7563,Suih-pyrshah,to strip off in opposition; uncover,Verb,,
7564,Suih-rben,to remove a wrapper or covering,Verb,,
7565,Suih-sap,to peel completely,Verb,,
7566,Suih-teng,to peel gradually,Verb,,
7567,Suih-tynrai,to remove the original covering,Verb,,
7568,Suin,to suck; absorb,Verb,,
7569,Suin-um,to drink by sucking,Verb,,
7570,Suip,to dip; immerse; soak,Verb,,
7571,Suip-jynriew,to baptise; immerse ceremonially,Verb,,
7572,Suit,to replace; exchange,Verb,,
7573,Suit-jingmut,to change one's mind,Verb,,
7574,Suit-shong,to change residence,Verb,,
7575,Suit-sylla,to change position/place,Verb,,
7576,Suit-tyngka,to exchange money,Verb,,
7577,Sujuh,to refuse; reject,Verb,,
7579,Suk-jingmut,to be pleased; satisfied mentally,Verb,,
7580,Suk-ksiang,happiness; contentment,Noun,,
7581,Suk-luk,to be fortunate; lucky,Verb,,
7582,Suk-mon,gladness; pleasure,Noun,,
7583,Suk-riew,to be very happy,Verb,,
7584,Suk-sah,to remain contented,Verb,,
7585,Suk-suk,very happy; cheerful,Adjective,,
7586,Sukynrad,to be fortunate,Verb,,
7587,Suloi,a kind of bird,Noun,,
7588,Sum,to bathe,Verb,,
7589,Sum-jan,to bathe someone,Verb,,
7590,Sum-jingim,ceremonial bathing after birth,Noun,,
7591,Sum-khlieh,to bathe in cold water,Verb,,
7592,Sum-lieh,to bathe secretly,Verb,,
7593,Sum-lum,to wash completely,Verb,,
7594,Sum-pynkhuid,to cleanse; purify,Verb,,
7595,Sum-sngi,to bathe in sunlight,Verb,,
7596,Sum-thiah,to bathe before sleeping,Verb,,
7597,Sum-tyngka,to bathe with money offering (ceremonial),Verb,,
7598,Suna,a small fish,Noun,,
7599,Sung,to carry on the back; bear,Verb,,
7600,Sung-dorbar,court messenger; official attendant,Noun,,
7601,Sung-jingmut,to carry responsibility; bear a burden,Verb,,
7602,Sung-khmut,to carry secretly,Verb,,
7603,Sung-nong,to support; maintain,Verb,,
